particle_id,leeway_class,terminal_lat,terminal_lon,synthetic_bfo,satellite_probability_weight
low_windage_298,low_windage,-35.223720492312765,93.74784756137107,179.54565899733075,0.9997612499745623
low_windage_299,low_windage,-35.187974785391546,93.72880662426682,179.545279099191,0.9997971047077566
low_windage_300,low_windage,-35.18791355357338,93.6934666347303,179.54506930649333,0.9998169021194955
low_windage_301,low_windage,-35.20714675071833,93.74692080492642,179.5455296710709,0.9997734565005847
low_windage_302,low_windage,-35.236939205419375,93.71785954368865,179.54558016917304,0.9997686903009425
low_windage_303,low_windage,-35.21037390882046,93.7744814247036,179.54571722483794,0.9997557538945473
low_windage_304,low_windage,-35.17989544254545,93.78619036810755,179.54555918505162,0.9997706708747459
low_windage_305,low_windage,-35.18301339314979,93.72164765502446,179.54519962081022,0.9998046050417319
low_windage_306,low_windage,-35.233868623246444,93.7249630127719,179.54559927197965,0.9997668872766251
low_windage_307,low_windage,-35.1974999307125,93.75769553595602,179.54552150891692,0.999774226864377
low_windage_308,low_windage,-35.1677241330403,93.69179023072444,179.5449085723297,0.9998320687019465
low_windage_309,low_windage,-35.188835338984134,93.6915822434083,179.5450650377559,0.9998173049248557
low_windage_310,low_windage,-35.210452793256216,93.7209365099845,179.5454003952406,0.9997856575119027
low_windage_311,low_windage,-35.18736096239352,93.72687888168387,179.54526309021165,0.9997986154898613
low_windage_312,low_windage,-35.1906411674623,93.74951241410788,179.5454217617371,0.9997836410008941
low_windage_313,low_windage,-35.23908494185839,93.72895296519204,179.5456619036356,0.9997609756527966
low_windage_314,low_windage,-35.17532969166382,93.76695813309104,179.54541095142523,0.9997846612508888
low_windage_315,low_windage,-35.20448809608554,93.73303262294505,179.54542749275146,0.9997831001200578
low_windage_316,low_windage,-35.21908735617929,93.72090887332436,179.54546476369245,0.9997795825324461
low_windage_317,low_windage,-35.24164802305482,93.74076239513673,179.54575101888892,0.9997525640122102
low_windage_318,low_windage,-35.200572600102305,93.713370015343,179.54528174936263,0.9997968546075051
low_windage_319,low_windage,-35.226802428589615,93.70176350034828,179.54540908854133,0.9997848370646434
low_windage_320,low_windage,-35.209896478169284,93.70680846435867,179.54531256970682,0.9997939460269953
low_windage_321,low_windage,-35.17972284306694,93.75135119272424,179.5453511489972,0.999790305158002
low_windage_322,low_windage,-35.16749173788055,93.70569697123948,179.54498920589697,0.9998244604115073
low_windage_323,low_windage,-35.16897307079484,93.69256695192692,179.54492249900636,0.9998307546523175
low_windage_324,low_windage,-35.22304090478375,93.74041751719646,179.54560988531887,0.9997658855261956
low_windage_325,low_windage,-35.18463204111886,93.74697983769737,179.54536187468693,0.9997892929234211
low_windage_326,low_windage,-35.21139633925885,93.75427168463573,179.5456049978723,0.9997663468332657
low_windage_327,low_windage,-35.2306527803584,93.74530340827124,179.54569572939266,0.9997577828621433
low_windage_328,low_windage,-35.20404960523886,93.72416705696205,179.54537168631504,0.9997883669486516
low_windage_329,low_windage,-35.23720790390119,93.7345984283038,179.54568130725013,0.9997591441648779
low_windage_330,low_windage,-35.22919344367901,93.7218558792128,179.54554591796642,0.9997719230704202
low_windage_331,low_windage,-35.18721171361082,93.6934345032526,179.5450638726232,0.9998174148686274
low_windage_332,low_windage,-35.18902819567535,93.72480680097335,179.54526326303107,0.9997985991807946
low_windage_333,low_windage,-35.18346551661884,93.73018892599346,179.54525361683602,0.9997995094955806
mid_windage_0,mid_windage,-35.02817916677525,93.76577185670254,179.54430756993307,0.9998887678516651
mid_windage_1,mid_windage,-35.01545903729914,93.76808708210672,179.54422674470564,0.9998963917373058
mid_windage_2,mid_windage,-35.03673817603338,93.7541554188986,179.5443021809488,0.9998892761798615
mid_windage_3,mid_windage,-35.014729868669605,93.79963396572778,179.54440904798707,0.9998791954584905
mid_windage_4,mid_windage,-35.05705524291245,93.80102234036936,179.5447320530643,0.9998487233932764
mid_windage_5,mid_windage,-35.04120600982826,93.78419532653268,179.54451403773697,0.999869291318485
mid_windage_6,mid_windage,-35.05802968819594,93.77682152685364,179.544595356752,0.9998616197996938
mid_windage_7,mid_windage,-35.05208914436141,93.8226085838594,179.5448236010843,0.9998400859621254
mid_windage_8,mid_windage,-35.06267513885181,93.80725622911746,179.54481096045086,0.999841278611222
mid_windage_9,mid_windage,-35.07462756077347,93.772516851981,179.54469331473848,0.9998523781876281
mid_windage_10,mid_windage,-35.07385588615068,93.81281914443012,179.54492726105752,0.9998303053276362
mid_windage_11,mid_windage,-35.03440995778196,93.77355048443486,179.54440017218363,0.9998800327288265
mid_windage_12,mid_windage,-35.086380919851926,93.74511086837772,179.54461803323494,0.9998594804796785
mid_windage_13,mid_windage,-35.04223686376617,93.79521391317456,179.5445872601323,0.9998623836365317
mid_windage_14,mid_windage,-35.066739900778494,93.7599954151977,179.54456017661744,0.9998649386795988
mid_windage_15,mid_windage,-35.02446883323178,93.79528963487984,179.54445558375377,0.9998748055985465
mid_windage_16,mid_windage,-35.082781545189754,93.8019278250055,179.54492889589693,0.9998301510716665
mid_windage_17,mid_windage,-35.063239234488705,93.81768203582016,179.54487720910657,0.9998350279423954
mid_windage_18,mid_windage,-35.06062305895597,93.7851405671285,179.54466412527262,0.9998551320433468
mid_windage_19,mid_windage,-35.01443285099117,93.7587123936638,179.5441633629166,0.9999023700542053
mid_windage_20,mid_windage,-35.05398443679099,93.75550469731456,179.5444385400552,0.9998764133936533
mid_windage_21,mid_windage,-35.056301583664506,93.79483245778874,179.54468961790195,0.999852726964704
mid_windage_22,mid_windage,-35.02274787149171,93.80139568660024,179.5444791359087,0.9998725838150889
mid_windage_23,mid_windage,-35.06593439695089,93.79357523728687,179.54475381792832,0.9998466699422676
mid_windage_24,mid_windage,-35.109621014925985,93.80205919272146,179.5451295380213,0.9998112184818233
mid_windage_25,mid_windage,-35.0686285025123,93.78302544320236,179.54471112843515,0.9998506975504179
mid_windage_26,mid_windage,-34.98897004438506,93.78247029399616,179.54411544834488,0.9999068893469355
mid_windage_27,mid_windage,-35.058106237231094,93.77832844255674,179.54460488650454,0.9998607207570062
mid_windage_28,mid_windage,-35.03480019312135,93.78505486873556,179.54447150520562,0.9998733036572665
mid_windage_29,mid_windage,-35.04080163154628,93.7943646390469,179.54457153183324,0.9998638674391663
mid_windage_30,mid_windage,-35.10201852848999,93.79037421829608,179.5450034385984,0.9998231174350187
mid_windage_31,mid_windage,-35.08562400034939,93.8071862179345,179.54498133587535,0.999825203011086
mid_windage_32,mid_windage,-35.0810386299604,93.81137460415005,179.54497212256555,0.999826072357109
mid_windage_33,mid_windage,-35.08325849286223,93.77860126201932,179.5447937433974,0.9998429030358683
mid_windage_34,mid_windage,-35.05581770569421,93.80382283009784,179.54473951060334,0.9998480197987776
mid_windage_35,mid_windage,-35.075419016733434,93.793083939945,179.54482148827378,0.9998402853071903
mid_windage_36,mid_windage,-35.02698772307098,93.78039326982264,179.54438567274514,0.9998814004790094
mid_windage_37,mid_windage,-35.08723210996833,93.81282591822406,179.5450268596297,0.9998209074415051
mid_windage_38,mid_windage,-35.01848264802296,93.8122553383089,179.54451209332262,0.9998694747480782
mid_windage_39,mid_windage,-35.05343097703273,93.8268210863446,179.54485866495412,0.9998367776334353
mid_windage_40,mid_windage,-35.05988575072602,93.78431249258232,179.54465371380635,0.9998561142951019
mid_windage_41,mid_windage,-35.11456355408858,93.75051137320042,179.54486010681282,0.9998366415907163
mid_windage_42,mid_windage,-35.09041533120184,93.79736319599178,179.5449585816615,0.9998273500376872
mid_windage_43,mid_windage,-35.011382122737515,93.79596132295347,179.54436230161787,0.9998836050867074
mid_windage_44,mid_windage,-35.04079144008999,93.75872292662572,179.54435948711782,0.9998838705779478
mid_windage_45,mid_windage,-35.02642198617823,93.76974434288636,179.54431812446137,0.9998877722679809
mid_windage_46,mid_windage,-35.05661117924943,93.76233808615068,179.54449870103275,0.9998707381275953
mid_windage_47,mid_windage,-35.073997436779955,93.78803850057828,179.54478090165387,0.9998441146424109
mid_windage_48,mid_windage,-35.09203239702934,93.76585314244258,179.5447833303987,0.9998438854931688
mid_windage_49,mid_windage,-35.04144058761673,93.78874276865594,179.5445428350229,0.9998665746581584
mid_windage_50,mid_windage,-35.067984913270024,93.8019325315797,179.5448187935076,0.9998405395598644
mid_windage_51,mid_windage,-35.07859668758764,93.78277721060546,179.5447838577232,0.9998438357406835
mid_windage_52,mid_windage,-35.06031122505198,93.77488007444494,179.54460079355545,0.9998611068888322
mid_windage_53,mid_windage,-35.079876826582094,93.76488616664768,179.54468705304788,0.999852968944828
mid_windage_54,mid_windage,-35.04814353336766,93.75350674744313,179.54438319553674,0.9998816341562284
mid_windage_55,mid_windage,-35.0740262453445,93.79755306569834,179.54483770256815,0.9998387554726573
mid_windage_56,mid_windage,-35.06114724707927,93.78817926806812,179.54468609833657,0.9998530590166061
mid_windage_57,mid_windage,-35.07132720191046,93.80371366320408,179.5448542632195,0.9998371929467452
mid_windage_58,mid_windage,-35.03862673853973,93.78954013459376,179.54452664988509,0.9998681015261649
mid_windage_59,mid_windage,-35.06631125526437,93.75831428824084,179.54454699611,0.999866182109031
mid_windage_60,mid_windage,-35.06226081636216,93.7908124175347,179.54471004647962,0.9998507996281641
mid_windage_61,mid_windage,-35.03095693059521,93.81845498783868,179.54464173705972,0.9998572442144669
mid_windage_62,mid_windage,-35.048007732701514,93.81315703180812,179.54473697419152,0.9998482591012465
